user_id,total_sessions,first_session,last_session,total_trips_booked,total_trips_canceled,total_flights_booked,avg_seats,avg_checked_bags,total_domestic_flights,total_international_flights,net_flight_spend_usd,avg_flight_spend_usd,total_flights_discounted,avg_flight_discount_used,total_hotels_booked,avg_nights,avg_rooms,net_hotel_spend_usd,avg_hotel_spend_usd,total_hotels_discounted,avg_hotel_discount_used,total_staycations,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,sign_up_date,age,lifetime,trips_per_session,cancellation_ratio,pct_flights_per_trip,pct_domestic_flights,pct_international_flights,pct_discounted_flights,pct_hotels_per_trip,pct_discounted_hotels,pct_staycations,ltv_usd,recency_days,lifespan_days,frequency_trips_per_day,monetary_per_day,R_score,F_score,M_score,RFM_segment_label,trips_per_session_cat,pct_flights_per_trip_cat,pct_hotels_per_trip_cat,pct_domestic_flights_cat,pct_international_flights_cat,pct_discounted_flights_cat,pct_discounted_hotels_cat,avg_flight_discount_used_cat,avg_hotel_discount_used_cat,avg_nights_cat,avg_rooms_cat,avg_seats_cat,avg_checked_bags_cat,persona
527735,8,2023-01-13 14:38:00,2023-07-01 18:58:43.000000,1,0,1,1.0,1.0,1,0,729.63,729.63,0,,1,2.0,1.0,559.8,559.8,1,0.1,0,2002-06-01,M,False,False,usa,new york,LGA,2023-01-13,21,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1289.4299999999998,27,169,0.005917159763313609,7.629763313609467,4,5,4,Champions,Low,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,High,,Mid-low,Low,Mid-low,Mid-low,High,Alex – Champion – Young global explorer
527750,8,2023-01-13 21:53:00,2023-06-30 22:33:40.000000,2,0,0,,,0,0,0.0,,0,0.05,2,7.0,1.5,5880.0,1939.0,0,,0,1981-01-07,F,True,True,usa,new york,JFK,2023-01-13,42,0,0.25,0.0,0.0,,,,1.0,0.0,0.0,5880.0,27,168,0.011904761904761904,35.0,4,4,1,Potential,Mid-low,Low,Mid-high,,,,Mid-low,Low,,High,High,,,Riley – Potential – Aspiring globetrotter
527782,8,2023-01-13 17:34:00,2023-07-19 15:19:18.000000,4,1,3,1.0,0.3333333333333333,3,0,1016.81,519.32,0,0.15,3,3.3333333333333335,1.0,1403.0,623.0,0,0.05,0,1982-10-09,F,False,True,usa,memphis,MEM,2023-01-13,40,0,0.5,0.25,0.75,1.0,0.0,0.0,0.75,0.0,0.0,2419.81,9,186,0.016129032258064516,13.009731182795699,5,3,3,Potential,High,Mid-low,Low,Mid-low,Mid-low,Mid-low,Mid-low,Mid-high,Low,Mid-low,Mid-low,Mid-low,Mid-low,Riley – Potential – Aspiring globetrotter
527783,8,2023-01-13 16:49:00,2023-07-05 20:39:35.000000,2,0,2,1.0,0.5,2,0,545.37,272.685,0,0.11666666666666667,2,7.0,1.0,1763.0,881.5,0,0.1,0,1977-12-06,F,False,False,usa,indianapolis,IND,2023-01-13,45,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2308.37,22,173,0.011560693641618497,13.343179190751444,4,4,3,Potential,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,Mid-low,Mid-low,High,Mid-low,Mid-low,Mid-low,Riley – Potential – Aspiring globetrotter
527801,9,2023-01-13 17:13:00,2023-06-03 11:26:28.000000,0,0,0,,,0,0,0.0,,0,0.3,0,,,0.0,,0,0.125,0,1966-05-28,F,True,True,usa,modesto,MOD,2023-01-13,57,0,0.0,,,,,,,,,0.0,55,140,0.0,0.0,2,5,5,At Risk,Low,,,,,,,High,Mid-high,,,,,Susan – At Risk – Seasoned bargain hunter
527824,7,2023-01-13 16:21:00,2023-04-26 07:50:53.000000,4,0,4,1.0,1.0,4,0,1760.32,440.08,0,,4,1.5,1.0,378.0,94.5,0,,0,1978-06-17,F,True,False,usa,new york,JFK,2023-01-13,45,0,0.5714285714285714,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2138.3199999999997,93,102,0.0392156862745098,20.96392156862745,1,1,2,Lost,High,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,,,Low,Mid-low,Mid-low,High,Chris – Lost – Occasional explorer who drifted away
527850,8,2023-01-13 21:21:00,2023-07-01 08:35:14.000000,5,0,3,1.0,0.6666666666666666,3,0,1270.28,423.4266666666667,1,0.25,5,4.6,1.0,6460.5,1292.1,2,0.13333333333333333,0,1986-05-11,M,True,True,usa,san antonio,SKF,2023-01-13,37,0,0.625,0.0,0.6,1.0,0.0,0.3333333333333333,1.0,0.4,0.0,7730.78,27,168,0.02976190476190476,46.016547619047614,4,1,1,Potential,High,Low,Mid-high,Mid-low,Mid-low,High,High,High,Mid-high,Mid-high,Mid-low,Mid-low,Mid-high,Riley – Potential – Aspiring globetrotter
527857,8,2023-01-13 18:06:00,2023-07-08 08:35:18.000000,1,0,0,,,0,0,0.0,,0,,1,14.0,1.0,5460.0,5460.0,0,0.075,0,1982-05-21,M,True,True,usa,winston-salem,INT,2023-01-13,41,0,0.125,0.0,0.0,,,,1.0,0.0,0.0,5460.0,20,175,0.005714285714285714,31.2,4,5,1,Potential,Low,Low,Mid-high,,,,Mid-low,,Low,High,Mid-low,,,Riley – Potential – Aspiring globetrotter
527886,10,2023-01-13 20:31:00,2023-07-02 11:33:45.000000,3,0,1,1.0,1.0,1,0,374.71,374.71,0,0.15,3,11.666666666666666,1.0,4204.65,1401.55,1,0.05,0,1977-12-20,F,True,False,usa,wichita,IAB,2023-01-13,45,0,0.3,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,4579.36,26,169,0.01775147928994083,27.096804733727808,4,3,2,Potential,Mid-high,Low,Mid-high,Mid-low,Mid-low,Mid-low,High,Mid-high,Low,High,Mid-low,Mid-low,High,Riley – Potential – Aspiring globetrotter
527928,8,2023-01-13 19:41:00,2023-07-01 20:04:55.000000,2,0,2,1.5,0.5,2,0,898.68,449.34,0,,2,2.5,1.5,1236.0,352.5,0,0.05,0,1988-09-01,M,True,False,usa,omaha,OFF,2023-01-13,34,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2134.68,27,169,0.011834319526627219,12.631242603550294,4,4,3,Potential,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,,Low,Mid-low,High,High,Mid-low,Riley – Potential – Aspiring globetrotter
527944,8,2023-01-13 20:27:00,2023-06-28 20:03:42.000000,4,0,4,1.0,0.75,4,0,2111.874,527.9685,1,0.05,4,3.25,1.0,2238.0,559.5,0,0.175,0,1987-05-06,M,False,False,usa,san diego,NZY,2023-01-13,36,0,0.5,0.0,1.0,1.0,0.0,0.25,1.0,0.0,0.0,4349.874,30,165,0.024242424242424242,26.362872727272727,3,2,2,Potential,High,Mid-high,Mid-high,Mid-low,Mid-low,Mid-high,Mid-low,Low,High,Mid-low,Mid-low,Mid-low,Mid-high,Riley – Potential – Aspiring globetrotter
527945,8,2023-01-13 14:08:00,2023-04-19 12:43:22.000000,0,0,0,,,0,0,0.0,,0,,0,,,0.0,,0,,0,1994-02-12,F,False,True,usa,sacramento,MCC,2023-01-13,29,0,0.0,,,,,,,,,0.0,100,95,0.0,0.0,1,5,5,At Risk,Low,,,,,,,,,,,,,Susan – At Risk – Seasoned bargain hunter
527984,8,2023-01-13 18:08:00,2023-06-19 13:13:08.000000,4,0,3,1.6666666666666667,0.6666666666666666,3,0,947.17,315.72333333333336,0,,4,3.5,1.5,2863.1,490.775,1,0.1,0,1973-11-05,F,False,True,usa,winston-salem,INT,2023-01-13,49,0,0.5,0.0,0.75,1.0,0.0,0.0,1.0,0.25,0.0,3810.27,39,156,0.02564102564102564,24.42480769230769,3,2,2,Potential,High,Mid-low,Mid-high,Mid-low,Mid-low,Mid-low,High,,Mid-low,Mid-high,High,High,Mid-high,Riley – Potential – Aspiring globetrotter
527987,9,2023-01-13 21:55:00,2023-07-10 19:57:31.000000,4,0,4,1.0,0.75,4,0,711.77,177.9425,0,0.25,3,2.3333333333333335,1.0,994.0,331.3333333333333,0,,0,1972-05-10,F,False,True,canada,hamilton,YHM,2023-01-13,51,0,0.4444444444444444,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,1705.77,18,177,0.022598870056497175,9.637118644067797,4,2,4,Potential,High,Mid-high,Low,Mid-low,Mid-low,Mid-low,Mid-low,High,,Mid-low,Mid-low,Mid-low,Mid-high,Riley – Potential – Aspiring globetrotter
527995,8,2023-01-13 16:36:00,2023-05-20 22:15:44.000000,3,0,2,1.0,1.0,2,0,955.49,477.745,0,0.15,2,2.5,1.0,699.8,349.9,1,0.1,0,1972-05-27,F,True,True,usa,nashville,BNA,2023-01-13,51,0,0.375,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.5,0.0,1655.29,68,127,0.023622047244094488,13.033779527559055,1,2,3,Lost,Mid-high,Low,Low,Mid-low,Mid-low,Mid-low,High,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,High,Chris – Lost – Occasional explorer who drifted away
528020,8,2023-01-13 02:29:00,2023-05-12 16:50:23.000000,4,0,4,1.0,0.5,4,0,1626.77,406.6925,0,,4,5.25,1.0,3098.0,774.5,0,,0,1973-02-19,F,True,False,usa,laredo,LRD,2023-01-13,50,0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4724.77,77,119,0.03361344537815126,39.703949579831935,1,1,1,Lost,High,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,,,High,Mid-low,Mid-low,Mid-low,Emma – Lost – Former premium planner
528028,8,2023-01-13 16:55:00,2023-06-09 21:58:24.000000,4,0,4,1.25,0.5,4,0,2327.8725,581.968125,1,0.25,2,4.5,1.5,4803.0,1330.5,0,,0,1984-07-04,F,True,False,usa,long beach,LGB,2023-01-13,39,0,0.5,0.0,1.0,1.0,0.0,0.25,0.5,0.0,0.0,7130.8724999999995,48,147,0.027210884353741496,48.509336734693875,2,1,1,Lost,High,Mid-high,Low,Mid-low,Mid-low,Mid-high,Mid-low,High,,Mid-high,High,Mid-high,Mid-low,Emma – Lost – Former premium planner
528046,8,2023-01-13 11:36:00,2023-07-06 08:13:37.000000,2,0,2,1.5,0.0,2,0,1308.2005,654.10025,1,0.35,1,4.0,1.0,596.0,596.0,0,,0,1988-07-12,F,False,False,usa,long beach,LGB,2023-01-13,35,0,0.25,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1904.2005,22,173,0.011560693641618497,11.006939306358381,4,4,4,Loyal,Mid-low,Mid-high,Low,Mid-low,Mid-low,High,Mid-low,High,,Mid-high,Mid-low,High,Low,Taylor – Loyal – Practical frequent flyer
528061,8,2023-01-13 16:31:00,2023-07-17 12:45:35.000000,3,0,3,1.6666666666666667,0.3333333333333333,3,0,2505.66,835.22,0,0.05,3,3.6666666666666665,1.6666666666666667,5303.6,1369.8666666666666,1,0.05,0,1982-05-03,M,False,False,usa,new york,LGA,2023-01-13,41,0,0.375,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,7809.26,11,184,0.016304347826086956,42.44163043478261,5,3,1,Potential,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,High,Low,Low,Mid-high,High,High,Mid-low,Riley – Potential – Aspiring globetrotter
528098,9,2023-01-13 03:41:00,2023-04-13 17:27:02.000000,0,0,0,,,0,0,0.0,,0,0.1,0,,,0.0,,0,0.1,0,1973-03-03,F,True,True,usa,santa ana,SNA,2023-01-13,50,0,0.0,,,,,,,,,0.0,106,90,0.0,0.0,1,5,5,At Risk,Low,,,,,,,Mid-low,Mid-low,,,,,Susan – At Risk – Seasoned bargain hunter
528105,8,2023-01-13 11:30:00,2023-06-17 09:49:04.000000,4,0,3,1.0,0.6666666666666666,3,0,1938.54,646.18,0,0.15,4,3.75,1.0,2347.0,586.75,0,0.1,0,1992-08-13,F,False,False,usa,san jose,SJC,2023-01-13,30,0,0.5,0.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,4285.54,41,154,0.025974025974025976,27.828181818181818,3,2,2,Potential,High,Mid-low,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,Mid-high,Mid-low,Mid-high,Mid-low,Mid-low,Mid-high,Riley – Potential – Aspiring globetrotter
528122,7,2023-01-13 22:46:00,2023-06-22 11:37:23.000000,4,0,4,1.25,0.75,4,0,983.13,245.7825,0,0.15,4,3.5,1.25,6845.8,1663.7,1,0.1,0,1986-01-18,F,False,True,canada,toronto,YYZ,2023-01-13,37,0,0.5714285714285714,0.0,1.0,1.0,0.0,0.0,1.0,0.25,0.0,7828.93,36,159,0.025157232704402517,49.2385534591195,3,2,1,Potential,High,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,High,Mid-high,Mid-low,Mid-high,Mid-high,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
528137,8,2023-01-13 16:11:00,2023-03-16 20:46:29.000000,0,0,0,,,0,0,0.0,,0,0.15,0,,,0.0,,0,0.08333333333333333,0,1955-03-18,F,True,False,usa,sacramento,MCC,2023-01-13,68,0,0.0,,,,,,,,,0.0,133,62,0.0,0.0,1,5,5,At Risk,Low,,,,,,,Mid-high,Mid-low,,,,,Susan – At Risk – Seasoned bargain hunter
528139,8,2023-01-13 11:34:00,2023-05-25 22:06:30.000000,1,0,0,,,0,0,0.0,,0,0.125,1,9.0,1.0,2808.0,2808.0,0,,0,1997-08-06,F,False,True,usa,corpus christi,CRP,2023-01-13,25,0,0.125,0.0,0.0,,,,1.0,0.0,0.0,2808.0,63,132,0.007575757575757576,21.272727272727273,2,4,2,At Risk,Low,Low,Mid-high,,,,Mid-low,Mid-low,,High,Mid-low,,,Susan – At Risk – Seasoned bargain hunter
528158,8,2023-01-13 17:30:00,2023-06-24 14:37:29.000000,3,0,3,1.0,0.3333333333333333,3,0,956.75,318.9166666666667,0,0.1,1,3.0,1.0,373.35,373.35,1,0.125,0,1974-04-05,F,True,False,usa,columbus,CMH,2023-01-13,49,0,0.375,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,1330.1,34,161,0.018633540372670808,8.261490683229813,3,3,4,Potential,Mid-high,Mid-high,Low,Mid-low,Mid-low,Mid-low,High,Mid-low,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,Riley – Potential – Aspiring globetrotter
528164,8,2023-01-13 16:34:00,2023-07-10 19:14:13.000000,6,0,5,1.2,0.8,5,0,2585.69,517.138,0,0.125,3,4.0,1.0,1501.0,500.3333333333333,0,0.15,0,1976-11-10,M,True,False,usa,san francisco,SFO,2023-01-13,46,0,0.75,0.0,0.8333333333333334,1.0,0.0,0.0,0.5,0.0,0.0,4086.69,18,178,0.033707865168539325,22.958932584269665,4,1,2,Potential,High,Mid-low,Low,Mid-low,Mid-low,Mid-low,Mid-low,Mid-low,High,Mid-high,Mid-low,Mid-high,Mid-high,Riley – Potential – Aspiring globetrotter
528179,8,2023-01-13 20:09:00,2023-03-21 09:06:44.000000,2,0,0,,,0,0,0.0,,0,0.1,2,10.5,1.5,3975.0,1195.5,0,0.15,0,1990-11-08,F,True,True,usa,columbus,LCK,2023-01-13,32,0,0.25,0.0,0.0,,,,1.0,0.0,0.0,3975.0,129,66,0.030303030303030304,60.22727272727273,1,1,1,Lost,Mid-low,Low,Mid-high,,,,Mid-low,Mid-low,High,High,High,,,Emma – Lost – Former premium planner
528186,7,2023-01-13 07:17:00,2023-03-24 15:39:53.000000,3,0,3,1.0,0.0,3,0,1000.1,333.3666666666667,0,,3,2.3333333333333335,1.0,1140.0,380.0,0,,0,1981-03-15,F,False,False,usa,denver,DEN,2023-01-13,42,0,0.42857142857142855,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2140.1,126,70,0.04285714285714286,30.572857142857142,1,1,1,Lost,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,,,Mid-low,Mid-low,Mid-low,Low,Chris – Lost – Occasional explorer who drifted away
528193,8,2023-01-13 21:14:00,2023-06-14 21:00:18.000000,3,0,3,1.0,0.3333333333333333,3,0,1340.82,446.94,0,0.05,3,3.3333333333333335,1.0,2268.2,756.0666666666667,1,0.1,0,1983-11-06,F,False,False,usa,new york,JFK,2023-01-13,39,0,0.375,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,3609.0199999999995,43,151,0.019867549668874173,23.90079470198675,2,2,2,Lost,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,High,Low,Mid-low,Mid-low,Mid-low,Mid-low,Mid-low,Chris – Lost – Occasional explorer who drifted away
528216,8,2023-01-13 01:32:00,2023-05-04 22:32:39.000000,3,0,3,1.0,0.6666666666666666,3,0,998.72,332.9066666666667,0,0.25,3,2.0,1.0,630.85,210.28333333333333,1,0.175,0,1973-06-23,F,True,True,usa,houston,EFD,2023-01-13,50,0,0.375,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,1629.5700000000002,84,111,0.02702702702702703,14.680810810810812,1,1,3,Lost,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,High,High,High,Low,Mid-low,Mid-low,Mid-high,Chris – Lost – Occasional explorer who drifted away
528242,8,2023-01-13 18:35:00,2023-05-20 19:33:39.000000,2,0,2,1.0,1.0,2,0,480.75,240.375,0,,1,2.0,1.0,370.0,370.0,0,0.075,0,1996-03-15,M,True,True,usa,indianapolis,IND,2023-01-13,27,0,0.25,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,850.75,69,127,0.015748031496062992,6.698818897637795,1,3,4,At Risk,Mid-low,Mid-high,Low,Mid-low,Mid-low,Mid-low,Mid-low,,Mid-low,Low,Mid-low,Mid-low,High,Leo – At Risk – Budget short-trip traveler
528244,8,2023-01-13 18:01:00,2023-04-03 12:42:32.000000,2,0,2,1.0,0.5,2,0,465.81,232.905,0,,2,3.0,1.0,1335.0,667.5,0,0.25,0,1992-06-07,F,False,False,usa,omaha,OMA,2023-01-13,31,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1800.81,116,79,0.02531645569620253,22.79506329113924,1,2,2,Lost,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,,High,Mid-low,Mid-low,Mid-low,Mid-low,Chris – Lost – Occasional explorer who drifted away
528248,7,2023-01-13 14:54:00,2023-03-10 09:48:54.000000,2,0,1,1.0,1.0,1,0,363.2,363.2,0,,2,3.0,2.0,1251.7,235.85,1,0.05,0,1992-04-10,F,False,False,usa,tampa,TPA,2023-01-13,31,0,0.2857142857142857,0.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1614.9,140,55,0.03636363636363636,29.361818181818183,1,1,2,Lost,Mid-low,Low,Mid-high,Mid-low,Mid-low,Mid-low,High,,Low,Mid-low,High,Mid-low,High,Emma – Lost – Former premium planner
528281,8,2023-01-13 06:08:00,2023-06-24 19:14:11.000000,5,0,3,1.6666666666666667,0.3333333333333333,3,0,1839.591,613.197,1,0.1,5,4.0,1.6,4442.5,764.5,1,0.15,0,1971-08-09,F,False,False,canada,calgary,YYC,2023-01-13,52,0,0.625,0.0,0.6,1.0,0.0,0.3333333333333333,1.0,0.2,0.0,6282.091,34,162,0.030864197530864196,38.77833950617284,3,1,1,Potential,High,Low,Mid-high,Mid-low,Mid-low,High,Mid-high,Mid-low,High,Mid-high,High,High,Mid-low,Riley – Potential – Aspiring globetrotter
528322,8,2023-01-13 18:30:00,2023-05-11 17:35:12.000000,4,0,4,1.0,0.25,4,0,1342.48,335.62,0,0.1,3,4.0,1.0,3269.0,1089.6666666666667,0,,0,1973-12-22,F,True,False,canada,toronto,YZD,2023-01-13,49,0,0.5,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,4611.48,78,117,0.03418803418803419,39.41435897435897,1,1,1,Lost,High,Mid-high,Low,Mid-low,Mid-low,Mid-low,Mid-low,Mid-low,,Mid-high,Mid-low,Mid-low,Mid-low,Emma – Lost – Former premium planner
528330,8,2023-01-13 04:56:00,2023-06-21 10:34:44.000000,1,0,1,1.0,1.0,1,0,372.54,372.54,0,0.075,1,2.0,1.0,686.0,686.0,0,0.2,0,1976-10-04,F,True,True,canada,edmonton,YED,2023-01-13,46,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1058.54,37,159,0.006289308176100629,6.6574842767295594,3,5,4,Loyal,Low,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,Low,High,Low,Mid-low,Mid-low,High,Taylor – Loyal – Practical frequent flyer
528354,8,2023-01-13 19:40:00,2023-07-16 08:45:57.000000,3,0,3,1.0,0.6666666666666666,3,0,1216.09,405.36333333333334,0,0.1,3,3.0,1.0,786.0,262.0,1,0.2,0,1969-06-19,M,True,True,canada,windsor,YQG,2023-01-13,54,0,0.375,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,2002.09,12,183,0.01639344262295082,10.940382513661202,5,3,4,Potential,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,High,Mid-low,High,Mid-low,Mid-low,Mid-low,Mid-high,Riley – Potential – Aspiring globetrotter
528372,8,2023-01-13 08:43:00,2023-05-19 17:19:08.000000,1,0,0,,,0,0,0.0,,0,0.1,1,11.0,1.0,1881.0,1881.0,0,0.1,0,1999-05-07,F,False,True,usa,san antonio,SAT,2023-01-13,24,0,0.125,0.0,0.0,,,,1.0,0.0,0.0,1881.0,70,126,0.007936507936507936,14.928571428571429,1,4,3,At Risk,Low,Low,Mid-high,,,,Mid-low,Mid-low,Mid-low,High,Mid-low,,,Susan – At Risk – Seasoned bargain hunter
528378,8,2023-01-13 19:48:00,2023-06-13 18:43:29.000000,1,0,1,1.0,1.0,1,0,363.06,363.06,0,0.075,1,4.0,1.0,376.0,376.0,0,0.225,0,1981-07-24,M,False,False,canada,calgary,YYC,2023-01-13,42,0,0.125,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,739.06,45,150,0.006666666666666667,4.927066666666667,2,5,5,At Risk,Low,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,Low,High,Mid-high,Mid-low,Mid-low,High,Susan – At Risk – Seasoned bargain hunter
528379,8,2023-01-13 13:51:00,2023-05-19 19:50:28.000000,2,0,2,1.0,1.0,2,0,1019.2365,509.61825,1,0.1,2,1.0,1.0,355.0,177.5,0,0.1,0,1974-04-16,F,True,True,usa,new york,LGA,2023-01-13,49,0,0.25,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1374.2365,70,126,0.015873015873015872,10.906638888888889,1,3,4,At Risk,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,High,Mid-low,Mid-low,Mid-low,Low,Mid-low,Mid-low,High,Susan – At Risk – Seasoned bargain hunter
528411,7,2023-01-13 21:12:00,2023-04-09 06:50:17.000000,3,0,3,1.0,1.0,3,0,429.234,143.078,1,0.2,2,1.5,1.0,705.0,352.5,0,0.18333333333333332,0,1979-11-19,F,True,False,usa,milwaukee,MKE,2023-01-13,43,0,0.42857142857142855,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1134.234,110,85,0.03529411764705882,13.343929411764705,1,1,3,Lost,Mid-high,Mid-high,Low,Mid-low,Mid-low,High,Mid-low,High,High,Low,Mid-low,Mid-low,High,Chris – Lost – Occasional explorer who drifted away
528413,8,2023-01-13 21:35:00,2023-05-24 11:30:33.000000,0,0,0,,,0,0,0.0,,0,,0,,,0.0,,0,0.1,0,1954-08-06,F,True,False,usa,miami,MIA,2023-01-13,69,0,0.0,,,,,,,,,0.0,65,130,0.0,0.0,1,5,5,At Risk,Low,,,,,,,,Mid-low,,,,,Susan – At Risk – Seasoned bargain hunter
528417,8,2023-01-13 20:55:00,2023-06-16 09:54:45.000000,2,0,2,1.0,0.5,2,0,1041.78,520.89,0,0.05,2,2.0,1.0,407.2,203.6,1,0.15,0,1972-05-23,F,False,False,usa,oakland,OAK,2023-01-13,51,0,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1448.98,42,153,0.013071895424836602,9.47045751633987,2,4,4,At Risk,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,Mid-low,High,Low,High,Low,Mid-low,Mid-low,Mid-low,Leo – At Risk – Budget short-trip traveler
528421,8,2023-01-13 14:11:00,2023-07-18 16:14:13.000000,7,0,6,1.1666666666666667,0.5,6,0,2020.2815,336.71358333333336,3,0.18333333333333332,5,5.2,1.4,6839.0,819.0,0,0.1,0,1987-09-26,F,False,False,canada,winnipeg,YAV,2023-01-13,35,0,0.875,0.0,0.8571428571428571,1.0,0.0,0.5,0.7142857142857143,0.0,0.0,8859.281500000001,10,186,0.03763440860215054,47.630545698924735,5,1,1,Potential,High,Mid-low,Low,Mid-low,Mid-low,High,Mid-low,High,Mid-low,High,High,Mid-high,Mid-low,Riley – Potential – Aspiring globetrotter
528455,9,2023-01-13 21:34:00,2023-07-13 18:57:22.000000,3,0,3,1.0,0.6666666666666666,3,0,1649.514,549.838,1,0.15,3,6.333333333333333,1.0,3531.2,1177.0666666666666,1,0.2,0,1976-12-24,F,True,True,usa,fresno,FAT,2023-01-13,46,0,0.3333333333333333,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,5180.714,15,180,0.016666666666666666,28.781744444444445,5,3,2,Potential,Mid-high,Mid-high,Mid-high,Mid-low,Mid-low,High,High,Mid-high,High,High,Mid-low,Mid-low,Mid-high,Riley – Potential – Aspiring globetrotter
528461,8,2023-01-13 18:25:00,2023-07-13 17:45:58.000000,0,0,0,,,0,0,0.0,,0,0.15,0,,,0.0,,0,,0,1997-10-04,F,False,False,usa,phoenix,LUF,2023-01-13,25,0,0.0,,,,,,,,,0.0,15,180,0.0,0.0,5,5,5,Champions,Low,,,,,,,Mid-high,,,,,,Alex – Champion – Young global explorer
528490,7,2023-01-26 17:22:00,2023-06-27 12:29:10.000000,2,0,2,1.0,0.5,2,0,1055.2605,527.63025,1,0.08333333333333333,2,3.5,1.0,936.0,468.0,0,,0,1981-05-24,M,False,False,usa,san diego,NZY,2023-01-13,42,0,0.2857142857142857,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1991.2605,31,151,0.013245033112582781,13.187155629139074,3,4,3,Potential,Mid-low,Mid-high,Mid-high,Mid-low,Mid-low,High,Mid-low,Low,,Mid-high,Mid-low,Mid-low,Mid-low,Riley – Potential – Aspiring globetrotter
528500,8,2023-01-13 10:29:00,2023-07-21 01:16:39.000000,1,1,1,1.0,1.0,0,1,0.0,1162.31,0,0.125,0,,,0.0,,0,,0,1983-08-17,F,False,False,usa,cincinnati,LUK,2023-01-13,39,0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,7,188,0.0,0.0,5,5,5,Champions,Low,Mid-high,Low,Low,High,Mid-low,,Mid-low,,,,Mid-low,High,Alex – Champion – Young global explorer
528522,8,2023-01-13 07:01:00,2023-05-11 20:40:48.000000,2,0,1,1.0,2.0,1,0,88.12,88.12,0,,2,7.5,1.5,2216.0,957.0,0,0.2,0,1973-07-08,F,True,True,usa,richmond,RIC,2023-01-13,50,0,0.25,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,2304.12,77,118,0.01694915254237288,19.5264406779661,1,3,2,Lost,Mid-low,Low,Mid-high,Mid-low,Mid-low,Mid-low,Mid-low,,High,High,High,Mid-low,High,Emma – Lost – Former premium planner
